252,0.01120191,0.06192473,0.06145601,-0.05960490,0.08840375,0.02697864,-0.03922961,0.04775514,0.03666000,0.01693058,-0.01092290,-0.01248349,-0.00304198,0.00450426,-0.07045032,0.02627456,0.01727644,-0.09653168,0.00741788,0.00133820,0.02142165,0.00074854,-0.02611779,0.00467646,0.00151290,-0.04179772,-0.00057001,-0.00169352,0.00580354,-0.00538249,0.02253476,0.00382358,0.00515795,0.00013321,-0.00028394,-0.00048446,-0.00080346,0.00009113,0.01362088,-0.02176698,0.00207737,0.00007583,0.00024036,0.00083760,-0.03884653,0.00054040,0.00111929,0.00010725,0.00016230,0.00131198,0.00027287,-0.02071588,0.00049986,0.00020751,0.00046601,0.00130190,0.00051055,0.00164235,0.00026059,0.00000113,0.00006813,-0.00026980,-0.00028665,0.01662619
36,0.11681159,0.08788342,0.11249170,0.04500934,-0.06804345,-0.11544116,0.00122464,-0.19701238,-0.11988203,0.05330308,-0.01837438,0.14974449,-0.00912165,-0.02730360,0.02334582,-0.37206621,-0.31299150,0.16782994,0.00754794,-0.06024641,-0.02439585,0.01947079,0.15241812,0.00189519,0.01892661,-0.08146828,0.00276186,0.01237942,-0.02852321,0.03068747,-0.20329723,-0.03910976,-0.05389730,-0.00679888,-0.00861203,0.00325562,0.00759661,0.00013642,-0.04722551,0.04406271,-0.00385850,0.00056982,0.00070101,0.00197828,-0.05437881,0.00021961,0.00143282,-0.00000529,0.00025471,0.00633831,0.00088373,-0.05560451,0.00080651,0.00027479,0.00047659,0.00235092,0.00082690,0.00194379,0.00025594,-0.00001290,0.00004093,-0.00009014,-0.00017653,0.01019201
57,-0.02967178,-0.04219052,0.03855147,-0.03900073,-0.04756406,0.04127526,-0.04262822,-0.01663393,0.00094817,-0.03244405,-0.02041798,-0.00045598,-0.03348368,-0.03233988,0.00059114,0.00066351,0.00430602,0.00361939,0.06558796,0.00713449,-0.00754389,-0.01273075,-0.00902491,-0.08033673,0.08996245,0.00033709,-0.00277413,0.01551724,-0.05139072,-0.06821470,-0.00081225,-0.01055063,0.00964913,-0.04931539,0.01910257,-0.00235788,0.00384944,-0.00061250,-0.00011797,0.00008628,-0.00029918,-0.10933519,-0.05438192,0.00356768,-0.00158669,-0.00559101,0.00007400,0.01013042,0.00648708,0.00023100,0.00118168,-0.00024486,-0.00136171,0.00396669,-0.00139550,-0.00053352,0.00136934,-0.00051069,-0.00026277,0.00912360,0.00001811,0.00128301,-0.00088970,0.00004916
50,0.05511844,-0.02737142,-0.08491593,0.01417254,0.06201971,0.07050914,-0.03973972,-0.03733336,-0.08108995,0.02995301,0.00980479,-0.04985894,0.01328531,0.01532230,0.00318474,0.01826770,-0.00664565,0.00071449,0.03730147,-0.11746378,0.00012918,0.03757847,-0.02352700,-0.11670985,-0.11541010,-0.01038170,-0.00122704,0.00422322,-0.01729025,0.01620156,-0.02616986,-0.01135228,0.09024241,0.00233929,-0.00099737,-0.03758138,-0.07969390,-0.00191646,-0.01793371,0.01037446,0.19364721,-0.03670812,0.08265057,-0.00154575,-0.00021123,-0.08157177,-0.00621103,0.00230913,0.00909124,0.00689595,-0.04147697,0.00219686,0.13604804,0.00106747,-0.01808651,0.00947578,0.01003619,-0.00886681,0.05561763,0.00362379,-0.13987948,-0.00108009,-0.00184355,-0.00081591
43,-0.02961052,-0.03963063,0.03625547,-0.03381411,-0.04060402,0.03496167,-0.03211345,-0.01287890,0.00038935,-0.02379808,-0.01742530,0.00166343,-0.03653710,0.05865444,0.00182332,-0.02666858,0.02834616,-0.00059375,0.00427021,-0.00001804,-0.00260956,-0.00576043,0.00908649,0.04808632,-0.05218779,-0.00001861,-0.03872731,-0.04625805,0.03752690,0.05051202,0.00846900,-0.01455219,0.00406440,-0.32276616,0.13270843,0.01076184,-0.00149443,-0.00193550,-0.00013810,0.00310900,0.00442948,0.12913568,0.06043093,-0.00525914,0.00277426,0.00469378,-0.00164780,0.13192232,0.00824939,-0.00235007,0.00167807,0.00078383,-0.00226279,0.12455248,0.02014945,0.00226195,-0.00849178,-0.01202164,0.00000572,0.30311944,0.00289565,-0.00283693,-0.01956406,0.00083723
3,-0.03084834,-0.04018206,0.03925321,-0.03373147,-0.04504010,0.04664787,-0.03833514,-0.02294422,0.01151115,-0.02925002,-0.01087276,0.00601041,-0.00821418,-0.00656895,0.00195397,0.01736985,-0.01788778,0.00345349,0.04049000,0.00593853,-0.00161833,-0.01156918,-0.00459362,-0.01757813,0.02077932,0.00019737,0.00229558,0.02157882,-0.02036142,-0.02746416,-0.00595781,0.00966715,-0.00014912,0.13047561,-0.05321733,0.00973663,-0.00543122,0.00389132,-0.00045263,-0.00090975,-0.00214397,-0.22222900,-0.11304529,0.00630771,-0.00235604,-0.01606533,-0.00112416,0.16666859,0.02098287,-0.00059028,0.00379055,-0.00043451,-0.00784949,0.01857840,-0.00818357,-0.00088809,0.00166461,-0.00370712,0.00100152,0.06776509,-0.00105066,0.00152166,0.01389354,-0.00104820
90,-0.03216746,-0.03868192,0.04081099,-0.02939952,-0.04444516,0.05456206,-0.03827778,-0.03128467,0.02256137,-0.03346909,-0.00771032,0.01492622,0.00884150,0.03995063,0.00254776,0.03510589,-0.04192841,0.00304063,0.02281245,0.00530486,0.00012285,-0.01901477,0.00762929,0.06675617,-0.07045971,-0.00006790,-0.00852851,-0.00747556,0.02073208,0.02915837,-0.00076542,0.00654951,-0.00505556,0.06807406,-0.02878418,-0.00851550,0.00309557,-0.00491923,-0.00000412,-0.00033089,-0.00025787,-0.00255844,-0.00149764,0.00113775,-0.00079121,0.00013961,-0.00038533,0.04902511,-0.00441564,-0.00019143,-0.00148831,-0.00025634,0.00023138,-0.04133248,-0.00655600,-0.00088475,0.00283036,0.00332917,0.00118814,-0.08567827,-0.00119367,0.00129926,0.01156775,-0.00057448
42,-0.03767271,0.04101552,-0.04446134,-0.00468045,-0.03137805,-0.01580664,-0.02563067,-0.02067842,0.02738632,0.05930817,-0.03185267,-0.00402077,-0.01530090,0.00154732,-0.00434042,0.00536619,-0.01244409,-0.04447670,-0.01681877,-0.00588323,-0.15528856,-0.00409206,0.00550546,-0.00069098,-0.00159461,0.00024167,0.01300148,-0.02764206,-0.01700473,-0.00217315,-0.01347342,0.04406896,-0.00120317,0.05273286,0.12959633,-0.00288863,-0.00169287,-0.00107728,0.00510500,-0.00415551,0.00018569,-0.00011077,-0.00005075,-0.00780685,0.00057988,-0.00005995,0.00004913,0.00024579,-0.00018663,-0.00007098,-0.00021867,0.00042156,-0.00008859,-0.00001089,-0.00005457,0.00027728,-0.00099703,-0.00011831,-0.00005202,-0.00015327,0.00001042,0.00037800,-0.00004242,-0.00027593
143,-0.03077864,-0.04045313,0.03976060,-0.03476218,-0.04692609,0.04886468,-0.04236912,-0.02482174,0.01198061,-0.03595647,-0.01677700,0.00820213,-0.01609826,0.01216246,0.00123016,0.01812414,-0.01932533,0.00332493,0.04848692,0.00653750,-0.00529012,-0.02006508,0.00257758,0.00240080,0.00052920,0.00004491,-0.01334714,-0.01110297,-0.01041950,-0.01259413,0.00368584,-0.01260994,0.00482766,-0.11188105,0.04474905,-0.01935680,0.01174202,-0.00976109,0.00021238,0.00075288,0.00152342,0.10759333,0.05579433,-0.00244481,0.00077102,0.01037908,0.00083244,-0.10989894,-0.01843007,0.00062464,-0.00398494,0.00010502,0.00665590,-0.05385076,0.00036197,-0.00020742,0.00159785,0.00638339,-0.00014883,-0.14155233,-0.00009792,-0.00009715,-0.00317861,0.00051510
147,-0.04571982,0.00323936,0.01676131,0.05675910,0.03626712,-0.01324370,0.01871437,0.01685264,-0.02822320,-0.02776634,-0.05465774,-0.00406750,-0.07320626,-0.00187587,0.00239343,0.04869659,-0.05363901,0.00231598,-0.04524043,-0.00469720,0.01234353,0.01518575,-0.00111892,-0.00756395,0.00714932,-0.00019293,-0.01406434,-0.01718159,-0.00812321,-0.00037049,-0.00082006,0.00271956,-0.00038226,0.00103140,-0.00299622,0.05264131,-0.02499651,-0.10479083,0.00007962,-0.00086312,-0.00104136,0.00034454,0.00029802,-0.00712729,-0.00020070,-0.00043133,0.00007694,-0.00064732,-0.00024095,0.00001213,-0.00004804,-0.00002377,-0.00059858,0.00070030,0.00127408,-0.00307006,0.00829516,-0.00010417,-0.00009534,-0.00004187,-0.00000759,0.00015687,0.00008674,-0.00002624
