252,1.00000000,0.00000000,0.99867555,0.05010089,0.99470652,0.10005534,0.98810587,0.14971750,0.97889510,0.19894265,0.96710419,0.24758778,0.95277137,0.29551214,0.93594297,0.34257776,0.91667317,0.38864994,0.89502370,0.43359779,0.87106358,0.47729461,0.84486871,0.51961837,0.81652156,0.56045204,0.78611077,0.59968401,0.75373072,0.63720835,0.71948114,0.67292512,0.68346664,0.70674058,0.64579633,0.73856742,0.60658333,0.76832494,0.56594439,0.79593912,0.52399938,0.82134279,0.48087097,0.84447565,0.43668411,0.86528434,0.39156575,0.88372244,0.34564433,0.89975046,0.29904953,0.91333580,0.25191183,0.92445274,0.20436224,0.93308235,0.15653194,0.93921242,0.10855199,0.94283739,0.06055306,0.94395827,0.01266515,0.94258254,-0.03498269,0.93872407,-0.08226259,0.93240302,-0.12904808,0.92364575,-0.17521438,0.91248475,-0.22063860,0.89895852,-0.26519996,0.88311153,-0.30878004,0.86499409,-0.35126300,0.84466230,-0.39253584,0.82217796,-0.43248861,0.79760845,-0.47101471,0.77102670,-0.50801108,0.74251101,-0.54337852,0.71214501,-0.57702195,0.68001751,-0.60885067,0.64622234,-0.63877869,0.61085823,-0.66672497,0.57402862,-0.69261375,0.53584149
36,1.00000000,0.00000000,0.99870360,0.05010248,0.99481808,0.10006805,0.98835447,0.14976019,0.97933110,0.19904319,0.96777358,0.24778255,0.95371468,0.29584535,0.93719427,0.34310066,0.91825914,0.38941993,0.89696294,0.43467734,0.87336595,0.47875017,0.84753493,0.52151919,0.81954288,0.56286896,0.78946888,0.60268821,0.75739780,0.64087010,0.72342005,0.67731259,0.68763134,0.71191870,0.65013235,0.74459677,0.61102845,0.77526075,0.57042938,0.80383042,0.52844894,0.83023163,0.48520459,0.85439648,0.44081720,0.87626352,0.39541057,0.89577792,0.34911118,0.91289159,0.30204774,0.92756332,0.25435084,0.93975891,0.20615255,0.94945118,0.15758606,0.95662010,0.10878527,0.96125280,0.05988443,0.96334357,0.01101768,0.96289388,-0.03768122,0.95991236,-0.08607939,0.95441474,-0.13404514,0.94642376,-0.18144836,0.93596914,-0.22816089,0.92308742,-0.27405689,0.90782187,-0.31901318,0.89022230,-0.36290959,0.87034494,-0.40562928,0.84825225,-0.44705909,0.82401270,-0.48708982,0.79770055,-0.52561653,0.76939567,-0.56253885,0.73918322,-0.59776121,0.70715346,-0.63119312,0.67340142,-0.66274942,0.63802665,-0.69235045,0.60113290,-0.71992232,0.56282783
57,1.00000000,0.00000000,0.99870059,0.05010238,0.99480605,0.10006723,0.98832746,0.14975742,0.97928323,0.19903662,0.96769908,0.24776971,0.95360793,0.29582316,0.93704981,0.34306540,0.91807176,0.38936727,0.89672767,0.43460232,0.87307812,0.47864721,0.84719022,0.52138208,0.81913736,0.56269088,0.78899907,0.60246172,0.75686069,0.64058716,0.72281321,0.67696458,0.68695292,0.71149641,0.64938117,0.74409044,0.61020406,0.77466009,0.56953211,0.80312465,0.52747996,0.82940951,0.48416601,0.85344634,0.43971206,0.87517333,0.39424299,0.89453534,0.34788635,0.91148403,0.30077200,0.92597803,0.25303175,0.93798301,0.20479893,0.94747180,0.15620803,0.95442443,0.10739430,0.95882822,0.05849335,0.96067774,0.00964076,0.95997488,-0.03902831,0.95672876,-0.08737954,0.95095575,-0.13527979,0.94267939,-0.18259754,0.93193028,-0.22920323,0.91874601,-0.27496964,0.90317102,-0.31977227,0.88525645,-0.36348968,0.86506000,-0.40600383,0.84264572,-0.44720045,0.81808383,-0.48696932,0.79145047,-0.52520460,0.76282752,-0.56180514,0.73230227,-0.59667473,0.69996723,-0.62972239,0.66591981,-0.66086262,0.63026201,-0.69001563,0.59310016,-0.71710754,0.55454455
50,1.00000000,0.00000000,0.99870893,0.05010277,0.99483928,0.10007038,0.98840179,0.14976805,0.97941427,0.19906175,0.96790162,0.24781860,0.95389572,0.29590722,0.93743535,0.34319814,0.91856607,0.38956410,0.89734012,0.43488046,0.87381622,0.47902555,0.84805947,0.52188096,0.82014109,0.56333196,0.79013828,0.60326772,0.75813396,0.64158170,0.72421656,0.67817192,0.68847975,0.71294125,0.65102220,0.74579767,0.61194724,0.77665452,0.57136265,0.80543080,0.52938028,0.83205130,0.48611577,0.85644689,0.44168823,0.87855469,0.39621986,0.89831822,0.34983565,0.91568756,0.30266299,0.93061951,0.25483133,0.94307771,0.20647179,0.95303269,0.15771684,0.96046200,0.10869984,0.96535023,0.05955474,0.96768907,0.01041568,0.96747734,-0.03858343,0.96472095,-0.08730922,0.95943288,-0.13562929,0.95163318,-0.18341258,0.94134886,-0.23052970,0.92861384,-0.27685334,0.91346880,-0.32225859,0.89596113,-0.36662333,0.87614470,-0.40982853,0.85407979,-0.45175862,0.82983285,-0.49230180,0.80347631,-0.53135035,0.77508839,-0.56880093,0.74475287,-0.60455488,0.71255884,-0.63851846,0.67860040,-0.67060316,0.64297648,-0.70072591,0.60579044,-0.72880932,0.56714986
43,1.00000000,0.00000000,0.99870405,0.05010256,0.99481984,0.10006867,0.98835826,0.14976228,0.97933742,0.19904811,0.96778263,0.24779204,0.95372628,0.29586151,0.93720776,0.34312588,0.91827338,0.38945680,0.89697619,0.43472861,0.87337586,0.47881864,0.84753847,0.52160762,0.81953637,0.56297998,0.78944794,0.60282420,0.75735735,0.64103310,0.72335435,0.67750418,0.68753399,0.71213990,0.64999635,0.74484792,0.61084626,0.77554142,0.57019298,0.80413931,0.52814990,0.83056646,0.48483421,0.85475392,0.44036655,0.87663910,0.39487069,0.89616596,0.34847313,0.91328517,0.30130278,0.92795422,0.25349057,0.94013756,0.20516907,0.94980668,0.15647210,0.95694020,0.10753438,0.96152392,0.05849111,0.96355085,0.00947760,0.96302122,-0.03937115,0.95994248,-0.08792078,0.95432927,-0.13603800,0.94620338,-0.18359097,0.93559364,-0.23044964,0.92253590,-0.27648617,0.90707284,-0.32157525,0.88925389,-0.36559451,0.86913508,-0.40842480,0.84677883,-0.44995059,0.82225382,-0.49006027,0.79563473,-0.52864645,0.76700206,-0.56560631,0.73644186,-0.60084185,0.70404548,-0.63426016,0.66990934,-0.66577373,0.63413457,-0.69530064,0.59682678,-0.72276483,0.55809571
3,1.00000000,0.00000000,0.99870733,0.05010271,0.99483290,0.10006987,0.98838748,0.14976633,0.97938899,0.19905769,0.96786241,0.24781069,0.95383978,0.29589360,0.93736004,0.34317659,0.91846896,0.38953208,0.89721899,0.43483510,0.87366913,0.47896368,0.84788473,0.52179913,0.81993734,0.56322645,0.78990447,0.60313458,0.75786941,0.64141677,0.72392095,0.67797085,0.68815315,0.71269952,0.65066506,0.74551063,0.61156045,0.77631743,0.57094753,0.80503884,0.52893858,0.83159961,0.48564969,0.85593063,0.44120042,0.87796901,0.39571343,0.89765836,0.34931416,0.91494885,0.30213046,0.92979743,0.25429222,0.94216787,0.20593101,0.95203094,0.15717973,0.95936440,0.10817217,0.96415312,0.05904269,0.96638911,0.00992581,0.96607150,-0.03904417,0.96320658,-0.08773353,0.95780774,-0.13600954,0.94989545,-0.18374083,0.93949718,-0.23079773,0.92664733,-0.27705267,0.91138711,-0.32238053,0.89376442,-0.36665900,0.87383372,-0.40976890,0.85165583,-0.45159454,0.82729780,-0.49202404,0.80083268,-0.53094963,0.77233933,-0.56826796,0.74190214,-0.60388042,0.70961084,-0.63769336,0.67556021,-0.66961836,0.63984979,-0.69957254,0.60258363,-0.72747870,0.56386995
90,1.00000000,0.00000000,0.99869371,0.05010199,0.99477866,0.10006409,0.98826635,0.14974687,0.97917592,0.19901174,0.96753403,0.24772141,0.95337486,0.29574028,0.93673991,0.34293489,0.91767793,0.38917433,0.89624475,0.43433062,0.87250307,0.47827908,0.84652226,0.52089877,0.81837819,0.56207281,0.78815291,0.60168873,0.75593444,0.63963883,0.72181644,0.67582048,0.68589797,0.71013642,0.64828311,0.74249509,0.60908068,0.77281080,0.56840385,0.80100409,0.52636982,0.82700185,0.48309943,0.85073759,0.43871676,0.87215160,0.39334880,0.89119108,0.34712500,0.90781032,0.30017689,0.92197079,0.25263766,0.93364122,0.20464178,0.94279767,0.15632457,0.94942359,0.10782179,0.95350981,0.05926921,0.95505453,0.01080226,0.95406335,-0.03744444,0.95054912,-0.08533742,0.94453197,-0.13274480,0.93603913,-0.17953665,0.92510488,-0.22558536,0.91177034,-0.27076601,0.89608339,-0.31495676,0.87809843,-0.35803911,0.85787622,-0.39989834,0.83548364,-0.44042372,0.81099349,-0.47950889,0.78448421,-0.51705209,0.75603966,-0.55295648,0.72574878,-0.58713033,0.69370538,-0.61948734,0.66000777,-0.64994678,0.62475849,-0.67843371,0.58806398,-0.70487921,0.55003424
42,1.00000000,0.00000000,0.99869983,0.05010238,0.99480302,0.10006723,0.98832060,0.14975742,0.97927092,0.19903662,0.96767963,0.24776967,0.95357953,0.29582301,0.93701055,0.34306501,0.91801959,0.38936641,0.89666039,0.43460066,0.87299338,0.47864428,0.84708550,0.52137724,0.81901002,0.56268327,0.78884627,0.60245023,0.75667950,0.64057043,0.72260053,0.67694089,0.68670557,0.71146370,0.64909589,0.74404628,0.60987753,0.77460161,0.56916101,0.80304853,0.52706100,0.82931192,0.48369596,0.85332297,0.43918784,0.87501931,0.39366168,0.89434526,0.34724528,0.91125192,0.30006881,0.92569733,0.25226443,0.93764659,0.20396592,0.94707197,0.15530827,0.95395293,0.10642731,0.95827626,0.05745930,0.96003601,0.00854055,0.95923357,-0.04019302,0.95587765,-0.08860619,0.94998422,-0.13656493,0.94157648,-0.18393671,0.93068475,-0.23059091,0.91734644,-0.27639922,0.90160586,-0.32123597,0.88351412,-0.36497853,0.86312898,-0.40750762,0.84051464,-0.44870770,0.81574159,-0.48846727,0.78888635,-0.52667918,0.76003128,-0.56324098,0.72926428,-0.59805516,0.69667861,-0.63102947,0.66237250,-0.66207715,0.62644896,-0.69111719,0.58901541,-0.71807456,0.55018338
143,1.00000000,0.00000000,0.99870430,0.05010257,0.99482081,0.10006875,0.98836044,0.14976256,0.97934128,0.19904876,0.96778861,0.24779331,0.95373481,0.29586369,0.93721924,0.34312933,0.91828816,0.38946192,0.89699461,0.43473586,0.87339819,0.47882853,0.84756496,0.52162070,0.81956721,0.56299684,0.78948325,0.60284546,0.75739721,0.64105943,0.72339878,0.67753627,0.68758295,0.71217846,0.65004972,0.74489369,0.61090386,0.77559515,0.57025455,0.80420175,0.52821513,0.83063838,0.48490269,0.85483607,0.44043781,0.87673223,0.39494418,0.89627082,0.34854824,0.91340248,0.30137881,0.92808467,0.25356675,0.94028181,0.20524456,0.94996536,0.15654599,0.95711390,0.10760569,0.96171318,0.05855880,0.96375615,0.00954054,0.96324298,-0.03931411,0.96018106,-0.08787087,0.95458497,-0.13599650,0.94647640,-0.18355920,0.93588413,-0.23042898,0.92284390,-0.27647803,0.90739831,-0.32158108,0.88959670,-0.36561577,0.86949501,-0.40846298,0.84715555,-0.45000721,0.82264689,-0.49013683,0.79604363,-0.52874448,0.76742613,-0.56572732,0.73688036,-0.60098734,0.70449755,-0.63443162,0.67037399,-0.66597261,0.63461072,-0.69552837,0.59731323,-0.72302278,0.55859115
147,1.00000000,0.00000000,0.99870466,0.05010259,0.99482226,0.10006888,0.98836368,0.14976299,0.97934700,0.19904980,0.96779747,0.24779533,0.95374742,0.29586717,0.93723618,0.34313484,0.91830997,0.38947011,0.89702174,0.43474747,0.87343104,0.47884436,0.84760384,0.52164164,0.81961237,0.56302384,0.78953484,0.60287954,0.75745529,0.64110166,0.72346331,0.67758777,0.68765376,0.71224038,0.65012657,0.74496723,0.61098638,0.77568153,0.57034225,0.80430220,0.52830738,0.83075414,0.48499876,0.85496840,0.44053684,0.87688236,0.39504517,0.89643996,0.34865006,0.91359181,0.30148021,0.92829534,0.25366635,0.94051493,0.20534083,0.95022195,0.15663729,0.95739493,0.10769025,0.96201953,0.05863471,0.96408862,0.00960581,0.96360226,-0.03926163,0.96056773,-0.08783341,0.95499947,-0.13597642,0.94691907,-0.18355894,0.93635514,-0.23045107,0.92334327,-0.27652510,0.90792592,-0.32165581,0.89015223,-0.36572093,0.87007797,-0.40860139,0.84776526,-0.45018171,0.82328249,-0.49035033,0.79670403,-0.52899988,0.76811005,-0.56602754,0.73758628,-0.60133528,0.70522376,-0.63483019,0.67111853,-0.66642466,0.63537141,-0.69603671,0.59808764,-0.72359016,0.55937663
