252,3.91025805,29.83800697
36,4.36712503,-44.23974609
57,-17.08464050,-21.12180901
50,-1.37331879,-31.63880157
43,-22.44989586,-33.03345871
3,-12.08127975,-12.04860878
90,-18.56192780,-21.23536110
42,-22.96628189,14.96930313
143,-23.36064720,-31.33512115
147,-29.46250343,-4.70199442
33,-11.68879890,-36.90890503
204,-30.28889084,-2.66787910
22,1.89607346,-38.89950943
133,-19.77327538,-10.79527283
30,-23.26560974,-33.84827423
9,4.13519478,-42.75934601
0,-27.15902710,15.08182621
85,-28.46998215,15.71552753
184,-12.83058834,-0.35861132
26,2.12203693,-42.83776093
355,6.93630981,26.99782753
19,-1.38555765,-39.08146667
63,-14.71592236,-27.87348366
52,-14.42022705,-20.21382713
17,-21.66830826,-33.94493866
146,-24.63485527,-25.67222023
113,-3.79320693,35.95160294
37,-2.98882031,-38.48332214
156,-30.70894432,4.71909142
119,-12.65722752,-26.84600258
341,8.52836895,33.69669342
61,-0.04839991,-36.52578354
65,0.29522499,-40.80232239
11,-3.41747332,-31.49329376
179,-29.24971771,-2.64610124
155,-20.82070732,-26.37142181
38,3.32748461,-44.23859787
216,-29.77503586,19.99944878
56,-4.69625378,-31.00084114
131,-6.49255228,-23.25720978
49,-16.11861038,-12.65068245
192,-31.05035591,2.30729628
141,-24.48023033,-19.54546547
88,-17.00199890,-18.06526756
94,-9.17066860,-39.28924942
18,-8.18899250,-40.35820389
107,-29.78715706,-3.89642048
79,-8.18674564,-39.10546112
292,-29.36408997,2.15118480
40,1.78271198,-40.20756912
4,-0.97063738,-37.46456909
154,-22.45583153,-30.25740051
20,5.47027111,-45.91122437
46,-14.69019604,-16.09337616
103,-24.85488892,-24.26530838
27,5.61354256,-43.93986511
130,-17.63632965,-12.01957798
13,-14.83995342,-19.22037315
7,-9.32208633,-34.43383789
83,-23.40217972,-17.19014740
23,5.62602901,-44.63174820
69,-16.65265083,-22.82919502
73,-5.88442039,-25.81871223
45,0.83995187,-39.45003128
173,-20.78644753,-12.47295189
122,-31.56506920,-9.44982910
106,-2.09253764,-32.82972717
47,-6.04933167,-27.67266083
96,-17.41577339,-16.09893036
25,-10.68460464,-15.55154705
82,-9.73940468,-38.06606293
196,-23.74238777,17.49014854
60,-2.85721970,-30.43154526
67,-6.55868721,-24.69735146
125,-23.62143898,9.41933346
99,-24.51239014,-24.61388969
54,2.11150956,-41.27173233
58,-5.11148453,-27.38845444
44,-31.75528717,-2.56076837
138,-22.69656372,-31.99777222
68,-23.07027435,-8.45606422
266,-21.28537560,23.27837753
105,-22.22199821,-29.11337471
