长春 延吉 0.2205963096125691
长春 珲春 0.45243193173276486
长春 吉林 0.537211511694842
长春 北京 0.19206540178329065
长春 沈阳 0.5477291147852084
长春 上海 0.1888432570420616
长春 青岛 0.4135154832501816
长春 大连 1.673422864208357
长春 哈尔滨 0.8148808152315684
长春 丹东 3.08485722412129
长春 抚顺 0.21132501519095484
长春 齐齐哈尔 0.4773424645421027
长春 天津 0.5313769133674229
长春 于家堡 0.33046841712771813
长春 济南 0.42497838087346373
长春 福州 0.2275285550463211
长春 合肥 0.42180660367345196
长春 杭州 0.21561777058106169
长春 南昌 0.2247788255184091
长春 江山 1.2272045231559292
长春 宁波 0.3791733457802344
长春 安庆 3.528977205446148
长春 苍南 3.9483345359470223
长春 温州 0.40310117996923656
长春 南京 0.24721429478510074
长春 徐州 2.282970068126259
长春 六安 1.1665221605738372
长春 黄山 0.9232554782419283
长春 厦门 0.3583331593575749
长春 烟台 1.2084240504751635
长春 荣成 2.8031116316087443
长春 廊坊 0.309315681699252
长春 长沙 0.45658886377409186
长春 太原 0.4324583712824905
长春 石家庄 0.8339275975069347
长春 武汉 0.2061376997080217
长春 邯郸 0.38753342453867334
长春 秦皇岛 0.43191160717226657
长春 唐山 0.3922740528329259
长春 宋城路 0.19663636497567372
长春 郑州 0.24271705552308273
长春 新郑 0.19663636497567372
长春 焦作 0.19663636497567372
长春 洛阳 0.18066528459792738
长春 许昌 0.36008114069007147
长春 安阳 0.18822938505329284
长春 深圳 0.28147676816838507
长春 广州 0.2287551368544839
长春 桂林 0.3729339780244196
长春 贵阳 0.3469350435681809
长春 西安 0.47701187142786355
长春 信阳 0.4441679068267678
长春 灵宝 0.39164996471565316
长春 成都 0.19154747111803028
长春 金山卫 0.2718202794784716
长春 汉口 0.2634008046568141
长春 咸宁 0.18565653327673337
长春 重庆 0.26130429310394604
长春 襄阳 0.2403007491411581
长春 十堰 0.2170133943168325
长春 宜昌 0.6087612160558334
长春 荆州 0.20507858077062163
