252,0.13203123,-0.22050233,0.30657414,-0.13991819,0.35287344,0.33804229,-0.03924076,0.28572878,0.47632009,-0.27102175,-0.03654951,-0.25416827,-0.15156032,0.15513767,0.01268713,0.40866628,0.25498998,-0.34087482,0.22878601,-0.18486089,-0.59401673,-0.41509935,-0.08287524,-0.21183580,0.32675120,-0.44626656,0.04668999,-0.38211516,-0.16415270,-0.07390557,0.21854924,0.32338867,0.02898648,0.12123062,-0.00855861,0.45844296,-0.37102354,0.00810556,-0.35313895,0.27640003,-0.40075460,0.12866762,-0.72142726,-0.11830550,0.02051748,0.19091114,-0.11427209,-0.21757352,0.07016376,-0.22272263,0.05419395,0.25143421,-0.18231624,0.07243051,0.23521319,0.08926015,-0.07472774,0.34573177,0.12115076,0.39866525,-0.25077486,0.13088636,-0.50660342,0.53318167
36,-0.12328001,0.05358427,-0.10029343,-0.28741419,0.37536737,0.20790321,0.17579143,-0.05171155,0.08961678,-0.06043673,0.16462715,-0.03831964,0.08910188,0.19005755,0.02798327,0.24359342,0.16116033,0.08575547,0.01960841,0.20565772,-0.09131242,-0.17184368,-0.12816027,-0.07972887,-0.08627918,-0.21151899,-0.03202838,-0.19489236,0.07795527,0.19390111,-0.05025032,-0.04068644,0.12012345,-0.07980774,-0.01085322,-0.06256529,0.25622043,-0.03611625,-0.21227868,-0.06037250,0.12958464,0.00998950,0.02560397,0.04655071,-0.08257625,0.17830774,-0.09308930,-0.22779325,-0.19553885,-0.11816945,0.10587833,0.21644199,-0.10387607,0.11281676,-0.06462967,-0.27753854,0.09619287,-0.02899461,-0.19766870,0.17930134,0.03648751,-0.05735539,-0.13337976,0.06529812
57,-0.19945972,0.23772444,-0.24845862,-0.02383100,0.08430292,-0.05489219,-0.06885831,-0.20534675,-0.04074029,-0.30423990,0.23019506,-0.07281347,0.27441704,0.22886574,0.10615598,0.37025267,0.21644720,-0.08819228,0.03515560,0.22592412,-0.10964273,-0.42986959,-0.30600688,0.02803307,0.31211260,0.03200517,-0.04028303,-0.09316976,-0.01530579,0.13247508,-0.16211313,0.09262182,0.14506310,0.07311747,0.02864388,0.01410028,0.09656227,-0.41794586,-0.16412875,0.03691163,0.07431997,0.25432771,-0.00919188,-0.05320112,-0.16425933,0.41640282,-0.00755453,-0.24371210,-0.20120923,-0.08626994,-0.09171240,0.21979712,-0.27240101,0.15490443,-0.03446547,-0.08951250,0.05514395,-0.00947263,-0.43520406,-0.05643578,0.32332885,0.16766438,0.04427274,-0.03395356
50,-0.24106833,-0.07882317,0.07882200,-0.21767460,0.13604066,0.11262812,0.08323015,0.04696452,-0.00689261,-0.00065111,0.27504367,-0.05981256,0.08582407,-0.07094038,0.00336610,0.09333315,0.17676562,0.02001434,-0.12819201,-0.08053699,-0.33983856,-0.22803237,-0.15592319,-0.15517977,-0.04951065,-0.19624238,0.07950131,-0.22617593,0.18423614,0.02732025,-0.15398893,0.10453802,-0.07480154,0.14313120,0.04363646,0.05477414,0.04778125,-0.01201467,-0.03541959,-0.09628514,0.21188678,-0.03614474,0.03546652,0.03878856,-0.16915682,0.12717308,-0.02563108,-0.24457671,-0.21460906,0.18811192,-0.17698035,0.21335061,0.10293048,-0.03243142,0.20151815,-0.21412353,0.23373409,0.05679582,-0.16610256,0.21284159,0.05248252,-0.03144025,0.03126275,-0.38042289
43,-0.20413123,0.09868829,0.10897786,-0.27215818,0.00209000,-0.04765678,0.11902715,-0.25913829,0.24520916,-0.08903041,0.06415276,0.15272062,0.17189802,0.09932106,0.19951974,-0.10801194,0.00259918,-0.24539404,0.12650688,-0.02265650,-0.16675352,-0.33780172,-0.14479570,-0.18011171,0.02113141,0.10350985,0.07328002,-0.14834754,-0.10578150,0.01446315,0.04654195,0.00564132,0.06322762,-0.16415818,-0.13219760,-0.11821593,-0.15266670,0.19060564,-0.07609038,-0.05568357,0.02234100,-0.04734104,-0.03242242,0.14774494,-0.10526294,0.09462490,0.17296062,-0.20147292,0.03292114,0.08163434,-0.16319218,0.28191271,-0.00127571,0.31700137,0.08967399,0.07569504,0.49536604,0.01045336,-0.15287562,0.04195607,0.08692155,-0.02494760,0.27604970,-0.08715836
3,0.04163744,-0.10825250,-0.24029407,0.05843612,0.03726066,0.34705010,-0.05157163,0.11982077,0.27890253,-0.12628600,0.23475023,-0.33674449,-0.37173814,0.30851999,-0.00382593,0.32394925,0.23075111,-0.11058361,-0.23853788,0.03605554,-0.40023422,-0.17632084,-0.26720920,-0.23469165,0.16175675,0.08947394,0.16207027,-0.29473904,-0.03088860,0.18307476,-0.04208418,-0.04673307,-0.05221810,0.11418857,-0.12351940,-0.08245261,0.22281091,0.27109241,-0.11048035,-0.10111230,-0.10631239,0.21432279,-0.01430838,-0.00805626,-0.04795354,0.04761708,-0.13892961,-0.12527850,-0.08514323,-0.12834772,-0.15118347,0.32257956,0.07158314,-0.21774703,0.40792057,0.19806065,0.46346259,-0.07851596,-0.16670449,0.02079659,-0.02649587,-0.12906793,0.22202459,0.23709399
90,-0.03313658,0.05826007,-0.18838945,-0.14828916,0.35645583,0.31586656,-0.36739522,-0.21452767,0.06850875,-0.23860599,0.47168535,-0.17095764,0.47490379,0.24597140,-0.06015482,0.36587501,0.21922013,-0.16975504,-0.14838688,-0.09151927,0.20585154,-0.35670862,-0.35387421,0.04090844,0.09375961,-0.01046494,-0.11979255,0.20059375,-0.15593295,0.31341469,0.03740412,0.16401744,0.09868091,0.11206073,0.15573944,-0.08051146,-0.05287146,-0.40668392,-0.00673069,0.08258551,-0.02381462,0.07056489,0.15474813,0.37505031,-0.26420984,0.23981918,-0.04424143,-0.42278749,-0.10795353,-0.30509743,-0.14720663,0.07966534,-0.15215828,0.19618782,-0.04833066,-0.23043086,0.07777961,-0.02135595,-0.20196670,-0.13708483,-0.11719196,0.00302078,-0.09020237,0.25536641
42,0.09469692,-0.10477039,0.01430616,-0.54464090,0.13263892,-0.03873553,-0.13308552,0.18099447,-0.27114278,-0.32097480,-0.18317264,-0.26372659,-0.03520487,0.50306082,0.10569391,0.01328689,0.34143448,-0.10525185,-0.06471587,0.28284210,-0.07467616,-0.35774943,-0.35281441,-0.04524855,-0.05878197,-0.29509151,0.19656974,0.05597470,-0.12571090,0.13014089,-0.11820847,0.06753910,0.18549068,-0.10215528,0.30592927,0.01486219,0.43156984,0.34086710,-0.09910417,0.14376493,-0.14978331,0.39265016,0.10506657,0.31312975,0.19061999,-0.11866265,0.29181421,-0.26792577,0.27911666,-0.30427200,0.00668727,0.29571912,0.33961940,0.10849812,-0.02029714,0.16723740,0.18838653,0.18901816,-0.25052670,0.24582082,0.05881865,0.07155999,0.06892563,0.47542068
143,-0.15399528,0.17496043,-0.13754323,-0.17411871,0.02921282,-0.05455534,0.29397321,-0.23642753,0.37588465,0.02930082,0.18130466,0.17575696,0.27521950,0.04598001,0.14939894,-0.11670493,0.28216365,-0.21605438,0.11592512,0.21084176,-0.41363811,-0.11604057,0.00152933,-0.25187650,-0.16714306,0.14683619,0.17798653,-0.20517083,-0.14656144,0.00979127,-0.15172492,-0.00396985,0.06815748,-0.08310781,-0.09266085,-0.05041240,-0.05413938,0.09879927,0.10058624,0.02217891,0.13302839,0.25168806,-0.03566518,0.04583190,-0.02696766,-0.00860103,0.12766284,-0.24800418,0.15188676,0.08420536,0.02390522,0.43015072,0.07785664,0.13199088,0.14924361,0.06798613,0.22518370,-0.03231614,-0.21255110,0.31562367,-0.11144748,0.08163358,0.00813231,-0.14868976
147,0.08108889,-0.08968547,-0.23282079,-0.32844773,0.29346997,0.02775582,-0.06252803,-0.21092294,0.25657308,-0.00273078,-0.29232022,0.21457486,0.30486456,-0.12496660,-0.01183748,-0.16728319,0.44392252,0.00246898,-0.06786656,0.30142322,-0.06738911,-0.16128305,0.00797046,-0.13750741,0.28786618,-0.39663589,0.02065411,-0.21575117,0.33938426,-0.09152862,-0.13547498,-0.08421926,0.09894049,-0.01742006,0.15684897,-0.02210567,-0.28500751,0.20710804,-0.22961032,-0.04279750,-0.03227982,-0.18538685,-0.24051397,0.06646998,-0.20531109,0.24275693,0.00853478,-0.34300369,0.04723335,0.43585581,-0.41881159,0.24528681,0.07934940,0.01064316,0.18827821,-0.10985807,-0.04914132,-0.18369506,-0.19632605,0.10267542,-0.13328736,-0.15096842,0.33075374,-0.15706226
