252,-0.37964019,0.14956896,-0.74777550,-0.58094877,0.59450281,-0.27282083,-0.08432537,-0.86882198,-0.00643003,0.50630981,0.38982192,0.16700128,0.28166834,-0.91405696,-0.17611340,-0.22694902,0.27126321,-0.66502661,-0.84993702,0.42682797,-0.80561590,-0.82929736,0.32524830,-0.50180262,-0.86177933,-0.30023488,0.84081119,0.43850079,0.74223191,-0.15014866,-0.21728750,0.59676534
36,-0.94905061,0.53342777,0.45363170,-0.06277009,1.07387137,0.05468180,-0.10193504,0.33637056,0.78412455,0.21773617,0.16191076,0.25005680,0.70952392,-0.07387554,0.53713405,0.43139973,-0.26940978,-1.22280812,-0.30879453,0.59336996,0.07660957,-0.08822586,-0.10209200,0.84127629,-1.79031694,0.78744781,-0.97054040,-0.05609428,0.69003046,-0.28974748,0.38162437,-0.75411558
57,0.01451626,-0.45248228,-0.65733516,-1.06466448,0.10017745,0.19032967,-0.82643467,-0.18938357,-0.11326148,-1.00542748,0.10087562,-0.88071489,-0.15138926,0.36164758,0.19207096,0.56529391,-0.87043804,0.02433033,-0.26559249,-0.21308190,-0.32545412,0.53020525,0.50078577,-0.09514724,-0.98657280,-0.53692353,0.00201997,0.73117405,-0.06984622,-0.05474264,0.04896401,-0.87787724
50,0.21710722,-0.08701289,0.04253751,-1.03898680,0.11680056,0.23109031,0.39743239,0.63029093,0.20643285,0.20653889,0.13865888,-0.16653070,0.18070816,0.10244769,-0.55548471,0.49396789,-1.02264595,-0.05898729,-0.64408815,-0.05237135,-0.84253097,0.30182257,0.62928754,0.25659990,-0.71234608,0.84279448,-1.04177558,0.04206268,0.87944251,-1.29370117,0.21177225,-0.23231287
43,0.30228800,-0.11614253,-1.03769481,-0.09644698,0.57017684,0.33915177,0.43511394,0.72680342,0.12986821,-0.77859890,0.41334927,0.29917967,-0.19868864,0.46257934,0.20665947,0.48971763,-0.87331682,-0.37019655,-0.25975794,-0.07704348,-1.10440183,0.40941304,0.37960234,-0.22264317,-0.92648441,0.55808103,-0.72547072,0.45157847,0.45903373,-1.90925431,0.61448777,-0.47124887
3,-0.12492272,0.22761433,-0.13209082,0.07517237,-0.43379602,-0.50607222,-1.19932008,-0.76493126,0.13172330,-0.15242538,-0.44752270,0.20528731,0.69483799,0.55962151,0.33015421,0.51948988,-0.15971236,-0.43125817,-0.57627749,-0.00274847,-0.82343715,-0.44910753,0.51164764,-0.78253764,-0.15460505,0.09338234,-0.82481629,-0.25475597,-0.14365947,0.07810939,-0.49395084,-0.62439102
90,0.02974696,-0.39996234,-0.76193672,-1.09008300,0.08478846,0.05146771,-0.88389903,-0.27354392,-0.13747744,-1.20166457,0.01600078,-1.01964152,-0.13076504,0.29599419,0.18826316,0.51374441,-0.99781233,-0.09733429,-0.18758473,-0.03149952,-0.55499244,0.78227407,0.79479253,-0.20411624,-0.92143816,-0.64523369,0.09392785,0.77139300,-0.12918252,-0.00066321,0.33276790,-0.85570431
42,-1.33556747,0.76282692,0.34094274,-0.64370286,0.69525456,0.46234667,-0.68628305,-0.74577600,0.17506503,-0.39800537,-0.23359109,-0.42671782,0.02264775,-0.19901893,-0.63891315,0.13853171,0.02915754,0.23517779,-0.11252872,-0.14458415,0.06714705,-0.16606861,-0.24240516,-1.29940665,0.40913656,0.77162546,-0.31344470,0.85021198,0.35746986,-0.65576291,0.36394781,-0.44356009
143,0.38109875,-0.09202353,-1.07302380,-0.13918345,0.45469522,0.39621109,0.25084364,0.74079663,0.17891710,-0.76789200,0.40078452,0.38708699,-0.39016548,0.36141041,0.27415025,0.48167264,-0.75244582,-0.47909340,-0.18731271,0.10938541,-1.07200968,0.34816658,0.45470184,-0.19065195,-0.79349387,0.85339367,-0.48497498,0.57602769,0.42953220,-1.94706452,0.58214778,-0.63614839
147,-0.28031006,0.22951917,-0.34782228,-0.13578099,-0.55287933,-0.74368399,-0.94914907,-0.78811860,0.26814991,-0.25088212,0.02550135,0.09796198,0.83234572,0.40134931,0.28726482,0.21873085,-0.32402828,-0.30663997,-0.30474326,0.37698570,-0.91052496,-0.57711512,-0.01193962,-0.74725050,-0.03646224,-0.07807469,-1.19889593,-0.08184518,-0.16720907,-0.04813945,-0.01889127,-0.33189282
33,0.28700960,0.02911687,0.20030069,-0.66341305,0.20391445,-0.03952215,0.64109576,0.23380031,0.28042239,-0.02574987,0.23471883,-0.33137533,0.67271841,0.11776812,-0.00411056,0.93544859,-0.88105094,-0.33252054,-0.38577044,0.59205687,-0.64936471,0.66883159,0.23444046,-0.04975134,-1.41932309,0.39257792,-0.89456046,-0.36736906,1.00835514,-1.18911326,1.22336984,-0.02886797
204,-0.25997674,0.19567290,-0.49952662,-0.56499529,-0.26849967,-0.85513407,-1.08920288,-0.64572078,0.14825335,-0.04976377,0.22685273,0.01364272,0.97673935,0.54308659,-0.03960524,-0.01948007,-0.45123252,-0.31027639,-0.08106297,0.38673082,-0.55399019,-0.63794965,-0.20660776,-0.64873385,0.25215393,-0.11207483,-1.27331042,0.08380034,0.00129063,-0.01823358,0.18523681,-0.14563738
22,-0.59038931,0.37924704,0.55326861,-0.06162275,0.78855902,-0.01480221,0.09344305,0.27708969,0.41901192,0.11195276,0.04817191,0.06827561,0.51561838,0.10409883,0.59387803,0.57948810,-0.60085291,-0.66825193,-0.40798837,0.75691843,-0.29566869,-0.06572954,0.01867924,0.70492363,-1.34692323,0.41172510,-1.21655524,0.30583149,0.86022365,-0.30500340,0.78289133,-0.50386512
133,-0.17458433,0.09182195,-0.22368047,0.04243103,-0.57454938,-0.50765336,-0.96826160,-0.63324976,-0.08294406,-0.33889380,-0.43604878,0.16180289,0.49140438,0.50749815,0.62227178,0.72230154,0.09519205,-0.26605132,-0.55310851,0.15550952,-1.11400068,-0.52619815,0.61023206,-0.93302453,-0.29045555,-0.07359865,-0.97476900,-0.35405302,-0.04959344,0.03114574,-0.18987358,-0.64418364
30,0.53282499,-0.19140892,-0.80268329,-0.12340355,0.39535666,0.41866797,0.15315722,0.65851992,0.26164103,-0.77641857,0.22585869,0.31357718,-0.18290316,0.31866658,0.14015390,0.43954495,-1.00044692,-0.20277444,-0.34766746,-0.11617610,-0.81715983,0.06086471,0.25531140,-0.07464811,-0.57053488,1.20129704,-0.71771473,0.43012336,0.32230908,-1.82040226,0.40661117,-0.55928516
9,-0.64338773,0.20531659,0.49622077,-0.43751371,1.14421296,0.09902434,0.16409718,0.69455510,0.41029999,0.21420206,0.32089001,0.20969187,0.79088199,0.18183318,0.31985396,0.64362019,-0.59161723,-1.31834543,-0.58211124,0.56131577,-0.18920033,-0.03771427,0.05816471,0.59749424,-1.47461247,0.82363045,-0.81577826,-0.06592675,0.55903000,-0.75836992,0.17277725,-0.59310633
0,-1.30071092,0.48119855,0.30030316,-0.72242039,0.76552027,0.52268928,-0.61504972,-0.83191967,0.24048828,-0.39560899,-0.40815827,-0.30683908,0.18768291,-0.18915531,-0.59569007,0.21160316,0.24117979,-0.03609756,0.02591611,-0.19177182,0.00878533,-0.10363784,-0.25064650,-1.27938688,0.39766753,0.59695917,-0.33706310,0.86285013,0.28106803,-0.66903442,0.35312262,-0.41545308
85,-1.05859220,0.74716598,0.23954035,-0.75244641,0.79738933,0.54412359,-0.57932818,-0.96551877,0.03393835,-0.44042525,-0.49402839,-0.31666788,0.04888599,-0.17705783,-0.56312311,0.35255480,-0.02879164,0.12094595,-0.23892911,-0.00081282,-0.11242659,-0.09556437,-0.29308283,-1.02667105,0.84000510,0.73336947,-0.36695394,0.52573991,0.32873085,-0.62612867,0.19968362,-0.31651330
184,-1.46570933,0.66305923,0.32599849,-0.58005357,0.73249608,0.55129188,-0.66899514,-0.59347451,0.23841488,-0.35243678,-0.22781794,-0.25027579,0.08047771,-0.02704131,-0.54104698,0.20294484,0.08940411,0.21877925,-0.06438912,-0.20980269,0.10246957,-0.12527035,-0.33986884,-1.39650869,0.20369942,0.59934258,-0.33756521,1.06457639,0.48159641,-0.51564944,0.29806766,-0.37255359
26,-0.79507643,0.48863381,0.37094584,-0.15678057,1.25433004,-0.11129045,0.12089117,0.57702917,0.45482337,0.05796612,0.07428367,0.20188388,0.82044786,0.02038330,0.33854365,0.70414108,-0.54177636,-1.16488338,-0.49944884,0.63396209,-0.15642697,0.21552227,0.11295190,0.66464907,-1.62049758,0.71582991,-0.88730788,-0.09381629,0.61039668,-0.62537491,0.28162172,-0.62787014
355,-0.16382015,0.10040990,-1.02865314,-0.64121115,0.54012793,0.19791129,-0.20454499,-0.59896749,-0.16963319,0.11021113,0.04758485,0.36470422,0.28599358,-1.13924825,-0.41958624,-0.37969536,0.30524153,-0.69210804,-1.11170888,0.62885213,-0.85393399,-0.49579981,-0.03685508,-0.48520178,-0.74980974,-0.27509069,0.48260653,0.36975920,0.45624512,0.20178786,-0.35561395,0.59126049
19,-0.48340476,-0.07578710,0.77170140,-0.33217967,0.77468151,-0.01015494,0.27916616,0.44415760,0.20177376,-0.28591576,-0.03986329,0.12752463,0.60380924,-0.18480767,0.24196166,0.80210674,-1.00325930,-0.45687315,-0.48161718,1.02265465,-0.41011366,-0.01778252,0.13513167,0.51199943,-1.29126394,0.56253046,-0.89784372,-0.09942278,0.96661723,-0.44771248,0.61586267,-0.34060687
63,0.15058477,-0.32267433,-0.75647116,-1.28304327,-0.39321381,0.05110197,-0.42613500,0.13385868,0.19564198,-0.21943556,0.26412016,-0.16378351,-0.45360026,0.66053027,-0.02781191,0.48450986,-0.50582767,-0.36556810,0.32468230,0.26117635,-0.55474722,0.06857895,-0.00134825,0.04084796,-1.08638060,0.68588674,0.56710100,0.44274855,0.52370214,-0.83309639,-0.12731296,-1.26208603
52,-0.06418541,0.05709070,-0.67585176,-0.95576489,-0.28711668,0.13898279,-0.84442353,-0.54338491,-0.05418375,-0.72074878,0.19345346,-1.05564368,-0.12957157,0.17654230,0.27944088,0.50611705,-0.19353800,-0.11970977,-0.06926463,-0.61794221,-0.34848061,0.11953906,0.59763235,0.47042513,-1.17475939,-0.36249709,-0.25238842,0.61051112,-0.22763082,-0.26945716,0.22797155,-0.77332836
17,0.27879211,-0.13101108,-0.17304899,-0.67821807,0.25144774,0.00284711,0.52623814,0.68328583,0.14059699,-0.43152058,0.30162880,-0.12144543,0.13375530,0.24498551,-0.01737222,0.52977771,-1.00311744,-0.24397284,-0.57616961,0.13132861,-0.67959428,0.04653516,0.53140694,0.02974342,-0.58607608,0.68442571,-0.99886936,0.07502982,0.78533214,-1.35311794,0.85475320,-0.03983210
146,0.15561089,-0.00708643,-0.63057560,-1.12308180,-0.32857108,0.01345444,-0.46008965,-0.15314023,-0.08126861,-0.19289120,0.04286562,-0.44000366,-0.29751983,0.52035362,0.19335695,0.37793246,-0.57806146,-0.21434806,0.27044654,0.04343475,-0.54922187,0.53335440,0.24530990,0.06366109,-1.14089417,0.41338301,0.45875883,0.46063760,0.55267847,-0.58655864,-0.08659061,-1.10716462
113,-0.25911865,0.59174854,-0.44089898,-0.45236084,0.70370579,-0.36309251,-0.12179331,-0.98160172,-0.00251818,0.34994939,0.70362413,0.33918780,0.07484776,-0.68401504,-0.14555453,-0.38961291,-0.09129971,-0.25569919,-1.52705574,0.20452575,-0.66708285,-0.87627786,0.33486253,-0.57658470,-1.00141954,-0.35939351,0.75985265,0.58488971,0.55086148,-0.52284580,-0.47338507,0.66793191
37,-0.29784000,0.25763848,0.48426771,-0.58172512,0.57522762,0.15680690,0.26486051,0.63454461,0.01990848,-0.23683670,0.06656484,0.03510694,0.76323116,-0.11649952,0.02115769,0.55611348,-0.77858710,-0.53081524,-0.38566238,0.71841657,-0.45584780,0.22494929,0.00857506,0.36658704,-1.22761977,0.53075653,-0.96703780,-0.23684877,1.28314281,-0.62422985,0.24331039,-0.29272616
156,-0.42484176,-0.11535913,-0.37652597,-0.41893992,0.59289217,-0.38399053,-1.46563256,-0.68753386,-0.43342322,0.10070013,-0.40421870,0.29432368,0.49460557,0.13179900,-0.65032375,0.31320670,-0.31284451,-0.19892354,0.29496548,0.53002173,-0.42350397,-0.40988669,-0.73126602,-0.12884064,0.69601601,0.13307218,-1.13553238,0.36713055,0.32910833,-0.38244522,0.26110372,-0.23918340
119,0.22111650,-0.44343716,-0.57580513,-1.13361275,-0.43538198,0.25120515,-0.39673173,0.11757617,0.17818372,-0.27007326,0.34628257,-0.17027909,-0.42697209,0.56419110,-0.04075107,0.43852448,-0.52049297,-0.56495589,0.34342626,0.24183959,-0.66925478,0.08800570,-0.03839100,0.05697921,-1.05890596,0.72136730,0.57418340,0.50384885,0.62150216,-0.86464119,-0.10116808,-1.20219684
341,-1.27801538,-0.18326946,-0.47958028,-0.31441331,-0.31410035,1.40296483,-0.61369729,-1.18275535,0.41348329,-0.62404007,0.68687296,0.82285810,0.15365455,1.06511712,0.16214660,1.00406623,-0.17243139,-0.03581974,-0.52336603,0.91748971,-0.54782844,0.48801386,0.69786000,0.60954779,-0.07519583,1.12736928,0.14334776,-0.45361561,0.30201694,0.23193106,0.15240821,0.96127021
61,-0.38049808,0.13189165,0.37793985,-0.49150044,0.73083919,0.15156873,0.33910972,0.76888853,0.36314815,-0.06806446,0.24684753,0.10420438,0.83098078,0.04059553,0.04336883,0.62331033,-0.68160599,-0.60068345,-0.53255367,0.44982317,-0.32392517,0.08374931,-0.07764394,0.48972619,-1.31888795,0.41767904,-0.82242256,-0.16912210,0.86015058,-0.98976749,-0.01128351,-0.26297057
65,-0.56974107,0.34983847,0.50139725,-0.44153142,0.93863314,0.19912462,0.30387262,0.77019441,0.12882626,0.02067131,0.33125272,0.23857816,0.97203475,0.21437366,0.00771318,0.76076174,-0.68392253,-0.75399041,-0.55388755,0.49943861,-0.43657821,0.12940262,-0.18844730,0.60291690,-1.56522536,0.44835106,-0.87256384,-0.05634675,0.85062957,-0.84252381,0.05674982,-0.45334220
11,0.21098261,-0.21261460,0.00161333,-0.87750298,0.16605568,0.17903286,0.45847625,0.59062296,0.10037765,0.19036341,0.23764989,-0.30278727,0.35307044,0.06650831,-0.43046343,0.44997203,-1.03877807,-0.10055199,-0.55225837,0.09775884,-0.78676808,0.18217643,0.60396940,0.29879144,-0.83317906,0.79954761,-1.02362657,-0.05298269,0.93683189,-1.30243719,0.34494284,-0.31486127
179,0.07289615,0.50927800,-0.60418338,-0.32270107,-0.36423105,-0.84776545,-1.09427047,-0.99454248,0.25127241,-0.13794610,-0.11612454,-0.14620514,1.10849071,0.67783749,-0.16761547,0.19982699,-0.39253193,-0.61115748,-0.30370826,0.46973687,-0.52255839,-0.18920457,-0.05165894,-0.78788954,0.36469641,-0.01204572,-0.93945074,-0.18842243,-0.06397855,-0.19250040,0.10657021,-0.20171571
155,0.29141152,-0.43172371,-0.70553523,-1.30923665,-0.44199142,0.12422407,-0.47418135,0.05373319,0.14029226,-0.33182701,0.14217217,-0.26936829,-0.41262442,0.59710062,-0.02192426,0.57007670,-0.50970334,-0.55247808,0.26936871,0.35259888,-0.47127602,0.19557606,0.04495399,-0.05268170,-1.02720833,0.68548614,0.64451933,0.39061952,0.66568863,-0.83128834,-0.19353068,-1.28130662
38,-0.80355477,0.18636578,0.40511248,-0.17329663,1.12870860,-0.04681808,0.19763044,0.70215493,0.56768996,0.05953230,0.05638220,0.24110086,0.95379031,0.04837791,0.30718002,0.72914451,-0.51682669,-1.11522126,-0.46429116,0.56474185,-0.27868870,0.16097942,0.08044799,0.64995605,-1.63451052,0.73621255,-0.86712426,-0.02357100,0.47666994,-0.69313151,0.18577656,-0.59959894
216,-1.29774773,0.72453612,0.40564594,-0.55483705,0.74888515,0.43639526,-0.60037994,-0.53415447,0.19171186,-0.22524324,-0.20675986,-0.21923001,-0.11774824,0.04297925,-0.56319648,0.18640488,0.03439034,0.29535937,-0.26746553,-0.23058867,0.14197345,-0.20120993,-0.19597736,-1.47697937,0.23573574,0.71878004,-0.13355373,0.98307568,0.58090329,-0.45187774,0.51902759,-0.30148056
56,0.33757323,0.03705770,-0.12697442,-0.71151382,0.38769627,-0.14512616,0.12981489,0.39152864,0.81124312,-0.39803293,0.26050651,0.45620778,-0.39489186,-0.12850550,-0.38694349,0.48012772,-0.86585557,0.10791757,-0.37898183,-0.01376648,-0.84812135,0.07450962,0.32543981,0.07716355,-0.53043014,1.03650331,-0.50236934,0.04095085,0.02468693,-1.30837619,0.51496661,-0.59263784
131,0.02028196,-0.36339259,-0.42601129,-0.79942811,-0.59702301,0.21545883,-1.09131539,-0.46760380,-0.18211742,-0.61363822,0.16546994,-0.87062299,-0.58788657,-0.05811314,0.25048909,0.84587455,-0.51963657,0.12302452,0.12395105,-0.20323114,-0.94471258,0.47764349,0.13545142,0.29203001,-0.98572105,-0.08001785,0.05450457,0.38024762,0.23612691,-0.49148872,-0.32022142,-0.95088744
49,-0.02992504,0.11325823,-0.20433095,0.01734300,-0.61691386,-0.35489550,-1.01713192,-0.71898687,0.02504448,-0.02934222,-0.38826990,-0.12129962,0.61600620,0.70198643,0.40800443,0.69967163,0.05443585,-0.37009531,-0.64425927,0.00555920,-0.92215067,-0.47741428,0.42019889,-0.85662109,-0.36215135,-0.15186270,-0.79831392,-0.31679788,0.01926510,-0.02172492,-0.48537141,-0.74035496
192,-0.42807224,-0.15213464,-0.22754113,-0.35438198,0.46446568,-0.47047466,-1.55514717,-0.73468757,-0.37135014,0.35651523,-0.38555530,0.34750983,0.66022623,0.53064543,-0.52479321,0.28389606,-0.46319690,-0.10461222,0.05740125,0.56939226,-0.27186415,-0.29304829,-0.67482036,-0.35237131,0.50426745,-0.22440422,-1.01341808,0.37873331,0.30716324,-0.31958181,0.03736168,-0.14445841
141,-0.00995974,-0.47915807,-0.52501398,-0.89431208,-0.30805311,-0.22969081,-0.58208704,0.02110029,0.14145768,-0.51018614,-0.04436227,-0.54114294,0.07483882,0.57713753,-0.34549269,0.89051938,-0.01371179,0.03770021,-0.91924012,-0.24012515,-0.27670899,0.05001796,0.74594826,-0.07856850,-0.72498417,-0.66838193,-0.23957905,0.62995273,-0.43115613,0.18868686,0.48698369,-0.86591679
88,-0.18931115,-0.09052984,-0.57461160,-0.65959460,-1.02765906,-0.13085380,-0.35084936,-0.53578943,0.04111411,-0.35596412,-0.07528642,-0.62622428,0.11357849,0.60173130,-0.01101869,1.19840837,0.52905977,-0.01484390,-1.13269711,-0.00902047,-0.11949672,-0.78943008,0.30379358,-0.09005714,-0.57150340,-0.42166099,-0.33213702,0.47265974,-0.36755043,-0.15168875,0.62838143,-0.99341387
94,-0.50785875,0.42418954,0.43839011,-0.52656490,0.83827293,0.16512088,0.32777467,0.82671475,-0.05092018,-0.04660809,0.29354343,0.17873533,0.96284598,0.28307477,-0.07686266,0.72190297,-0.75304407,-0.47918418,-0.50266922,0.56739175,-0.35963053,0.21675745,-0.19538049,0.41222161,-1.55615819,0.47763059,-0.78472960,-0.25025505,1.07787061,-0.80983770,0.06739242,-0.47111228
18,-0.78110254,0.36990073,0.52325279,-0.36051464,1.05240762,0.04321871,0.18493409,0.80062360,0.30364770,0.09418743,0.28752023,0.05100040,0.88274759,0.19003367,0.17263038,0.70342284,-0.54221737,-1.07750273,-0.51755798,0.66580260,-0.32016486,0.25344035,-0.01640537,0.57845241,-1.56412899,0.55244118,-0.83757943,-0.22373690,0.77585083,-0.71580249,0.09323070,-0.58449084
107,-0.11481617,0.07273251,-0.28867248,-0.37555766,-0.52038997,-0.89449322,-0.92314810,-0.91251963,0.32165375,-0.22693540,0.12623419,-0.07900355,0.98700720,0.43073195,0.08978102,0.03552034,-0.26685622,-0.42525885,-0.23854816,0.29081857,-0.79427004,-0.51971811,-0.09379140,-0.73061895,0.08731908,0.00062862,-1.20985854,-0.14005232,-0.06671631,-0.08866899,0.10081092,-0.15799035
79,-0.56790924,0.40401503,0.62720364,-0.21899359,1.01055956,-0.00706545,0.12646690,0.70534146,0.25259534,0.03978084,-0.00000410,0.14992453,1.01421237,0.22244728,0.25659320,0.82742488,-0.61326540,-0.64530623,-0.26369500,0.83427590,-0.22305697,0.16497259,-0.10003863,0.42718518,-1.62720609,0.48216704,-0.71968341,-0.06568322,1.02822495,-0.63697225,0.20379828,-0.50260055
292,-0.37449402,-0.07537664,-0.00668985,-0.18595085,0.45364258,-0.56865954,-1.50616872,-0.93230134,-0.55099052,0.54162741,-0.00938076,0.17292564,0.61056209,0.56300241,-0.39446723,0.18045363,-0.55000466,-0.11772323,0.10504838,0.23465078,-0.38998246,-0.36693722,-0.45666933,-0.20180020,0.35333478,0.06598312,-0.94734603,0.54348081,0.07127625,-0.45213133,0.09013997,-0.06245432
40,-0.47198626,0.31171480,0.57188857,-0.22391538,1.19564462,-0.04429189,0.13460551,0.54962677,0.02097293,-0.38145536,0.16504802,0.12691313,0.59594476,0.02849388,0.32845169,0.41238642,-0.67411351,-0.72104883,-0.55303311,0.91349858,-0.23353058,-0.08103158,-0.05151871,0.34331402,-1.39321911,0.66920120,-0.83632272,-0.15816516,0.81814194,-0.36620590,0.17608193,-0.20909967
