0.0,-0.09460151,0.65615577,0.9498392,0.0007425867,-1.3805144,-0.6443325,-0.56914127,0.14641178,0.38713056,1.1339118,0.37160635,0.5296759,-0.3501373,0.3131825,0.8591191,-0.8683884
1.0,1.286006,0.8022122,-0.58140165,0.54533374,-0.8838473,-0.061395068,-0.34940374,0.28337416,0.66494334,0.3885009,0.326089,-0.51104814,-1.0191296,0.32754973,0.66988355,-0.052828033
2.0,0.9385953,-0.7198391,0.6563009,0.8043365,0.5656175,-0.5372909,0.74746555,-0.068411894,0.41031384,-0.65636855,-1.0044687,-0.6448419,0.16986494,0.9103573,-0.63787216,-0.14775164
3.0,0.15069425,-0.40784222,0.16064997,0.15649661,0.1957469,-0.7088396,0.5269252,0.78186524,0.015781168,0.13878074,-1.0988518,-0.7735485,-0.23920576,1.2254692,-0.685523,-0.06675908
4.0,-0.20435837,0.005792843,-0.7233324,0.36690494,0.45402458,-0.67295396,0.36351117,0.44524577,1.007727,0.6662356,-0.037770968,-0.21913625,-0.65972954,0.5405042,-0.63992023,-0.47614056
5.0,-0.11429457,0.21944885,-0.6595582,0.31875876,0.41812944,-0.7394669,0.15916985,0.48848137,0.6938815,0.51096606,-0.8263827,-0.6159866,-0.38067606,0.6054868,-0.6342376,-0.4448415
6.0,0.72551334,-0.38423085,0.65812254,0.6937576,0.6454623,-0.5425755,0.8961846,-0.3437841,0.9784327,-0.37600142,-1.1341039,-0.6961117,0.60525864,-0.08796894,-0.5485984,-0.1697176
7.0,-0.56518906,-0.3340871,-0.26460713,0.8415754,0.14611214,-0.73932356,0.92356026,0.20289403,0.6732553,0.63863796,-0.0691017,-0.59790146,-0.7397744,0.28977707,-0.030873666,-0.45173416
8.0,0.0050081513,0.23844413,-0.7413416,0.28800368,0.55855757,-0.67368746,0.7933159,0.49308833,0.77951807,0.6232061,-0.22569047,-0.28687394,-0.6105831,0.4635527,-0.60620457,-0.22551692
9.0,0.8620025,-0.58839697,0.7185375,0.15570766,0.5184662,-0.6472401,0.5009316,-0.113559306,0.22395101,0.13761842,-1.0986735,-0.82704926,-0.024033237,1.1503885,-0.9738112,-0.31490144
10.0,0.8996343,-0.6031435,0.7318158,0.1420106,0.54365534,-0.6531912,0.5140837,-0.11670458,0.21958607,0.14552274,-1.1225343,-0.8307965,-0.039652333,1.2138989,-0.9802517,-0.33597085
11.0,-0.12577714,0.20309904,-0.6947644,0.33001494,0.3801355,-0.76023334,0.1759268,0.519766,0.6491422,0.48168442,-0.80457777,-0.62645423,-0.36358184,0.5604189,-0.61300766,-0.46409026
12.0,-0.150738,0.21529788,-0.68134314,0.3150268,0.43214622,-0.74434555,0.14777474,0.56356305,0.72381514,0.5073325,-0.83169514,-0.612605,-0.3874189,0.62393045,-0.6286486,-0.46079507
13.0,-0.7627021,-0.08019238,-0.0822442,0.44693407,0.23750736,-0.7460028,0.40143746,0.25937378,0.39622852,0.5695118,-0.7954597,-0.6323951,-0.505997,0.3918321,-0.7449267,-0.73379505
14.0,0.87743556,-0.6607377,0.6049133,0.7708486,0.595249,-0.48107982,0.7023544,-0.07154223,0.3861781,-0.5636708,-0.9330598,-0.6213289,0.15104921,0.84996754,-0.59839,-0.14170128
15.0,0.91972613,-0.16697429,-0.172646,0.8136657,0.5803686,-0.6277009,0.72250235,0.7371494,0.4633992,0.87874836,0.5818467,0.7088387,-0.6018934,-0.026043272,-0.65483683,-0.035614204
16.0,-0.14327879,0.13655606,-0.55026984,0.32280457,0.4162604,-0.77520984,0.09496092,0.5254137,0.77090853,0.4969132,-0.83303535,-0.5954128,-0.3805005,0.64963084,-0.60332054,-0.452871
17.0,-0.13405302,0.15563676,-0.5880881,0.29509956,0.34304845,-0.7448481,0.17235895,0.5050037,0.68948776,0.45010367,-0.742465,-0.64808935,-0.3495708,0.5564645,-0.5923055,-0.40416476
18.0,0.78824556,0.3747975,-0.78771096,0.60621953,-0.90638,-0.0223829,-0.14985648,0.8996097,0.3329288,0.3587743,-0.63670677,-0.74111134,-0.66800433,-0.43641907,0.35546193,-0.8300875
19.0,-0.03233333,-0.16711034,-0.6804225,0.73067886,0.23992364,-0.8038278,0.7354507,0.42901146,0.76458937,0.57282573,-0.23731251,-0.6168185,-0.56356794,0.47548273,-0.08313948,0.006526771
20.0,0.5022983,-0.5092932,0.9114935,0.7883359,0.4963086,-0.6005096,0.7215884,0.35203174,0.36244324,0.49199042,0.6873971,0.8581818,-0.5662369,-0.13001603,-0.6652114,-0.35749826
21.0,1.1121311,-0.063801154,-0.07504572,0.89810634,0.6125681,-0.6297697,0.38408762,0.8967019,0.3976022,0.93782383,0.1453352,0.45271963,-0.103542104,-0.4253228,-0.84167767,-0.23955877
22.0,-0.11323354,0.22386675,-0.6735847,0.32439992,0.39575386,-0.7506285,0.18198311,0.48668125,0.6705724,0.5073178,-0.8271601,-0.63512677,-0.37037474,0.57900584,-0.62682384,-0.428781
23.0,-0.13540934,0.19277658,-0.6493385,0.3293419,0.3778729,-0.78400266,0.1397908,0.52745795,0.67684346,0.48397934,-0.8157734,-0.62175936,-0.36872965,0.58418775,-0.6424561,-0.4613029
24.0,0.37334976,-0.4201002,0.5985389,0.8919483,0.62473536,-0.5711656,0.8294441,0.41034913,0.38933164,0.7566952,0.6441117,0.73680604,-0.7263505,-0.15308851,-0.6160973,-0.42298478
25.0,-0.73727757,0.41010025,-0.17833307,0.4738875,0.13699028,-0.6590395,0.5874683,0.15449011,0.3163263,0.4937082,-0.13715138,-0.8274277,-0.77514166,0.5357025,-0.7400245,-0.6121451
26.0,0.8892655,-0.7310741,0.5541597,0.96489614,0.75207216,-0.44627088,0.96114326,-0.19660352,0.5003015,-0.5795955,-0.60004044,-0.61822224,-0.1406159,1.080683,-0.40930203,-0.017629253
27.0,-0.14571196,0.19515651,-0.62315637,0.30509612,0.3914254,-0.79033995,0.15616333,0.55188507,0.7173743,0.49711707,-0.83273697,-0.6281335,-0.37698913,0.61420226,-0.6463682,-0.4220201
28.0,-0.068804584,-0.6790309,0.90007555,1.0243357,-0.5065212,-0.51730996,0.15983297,0.25928363,0.7843042,0.06367182,0.7181484,0.6502841,-0.8717738,-0.32048082,-0.61074,-1.0417436
29.0,0.3860266,0.1700358,-0.7124699,0.9177137,0.8388083,-0.5654906,0.61165375,1.042604,0.28160116,0.94160336,-0.46464193,-0.21095331,-0.0026330163,-0.23285739,-0.49008986,-0.037332993
30.0,1.2066573,0.34239548,-0.32275215,0.3254527,-0.95188713,0.07591284,-0.5517159,0.72368014,0.44989052,0.527539,0.18903269,0.2189381,-0.7495508,-0.6386391,-0.29258206,-1.1205982
31.0,1.0538383,-0.7938869,0.631804,0.9370986,0.6464093,-0.5345784,0.77572757,-0.058377888,0.42578912,-0.79178333,-1.0840136,-0.6491453,0.15409583,1.0020286,-0.6745031,-0.216453
32.0,-0.1225054,0.15422119,-0.77320087,0.2889213,0.57555705,-0.7088088,0.6463466,0.57895905,1.0433143,0.85410064,-0.07552969,-0.110119335,-0.6753325,0.2908135,-0.6963858,-0.4896678
33.0,-0.17278561,-0.0387414,-0.629012,0.37111634,0.44028357,-0.69452924,0.32564363,0.4067872,1.0122819,0.653099,-0.071262866,-0.21444404,-0.6320615,0.5307985,-0.57823163,-0.472125
34.0,-0.6366816,0.8868826,-0.45224112,0.05283375,-0.04066884,-0.18540892,0.35982543,0.7620798,0.045551512,0.13577855,-0.34313965,-0.77330196,-0.82117754,0.24855013,-0.7000622,-1.283991
35.0,0.21701998,0.3738293,-0.7615248,0.14672585,0.6358103,-0.7312835,0.3819749,0.67409706,0.81949353,0.588501,-0.65007126,-0.34438968,-0.2977289,0.2915438,-0.72092736,-0.49060106
36.0,0.9036547,-0.71812224,0.55969065,0.97641516,0.71480507,-0.46370763,0.9621632,-0.21684618,0.5062893,-0.5890138,-0.6116205,-0.6257155,-0.14919212,1.0818429,-0.41894606,0.0007479954
37.0,-0.15052654,0.20074192,-0.6685298,0.29773495,0.41983375,-0.7678203,0.14230683,0.5734162,0.7326077,0.50005627,-0.8416018,-0.6156147,-0.3869897,0.6301462,-0.64676964,-0.48808903
38.0,-0.12311656,0.15073313,-0.53775036,0.3005887,0.34724677,-0.78927195,0.13435268,0.49815708,0.7147196,0.5000275,-0.8329625,-0.6125015,-0.38830793,0.62031037,-0.6600251,-0.40461928
39.0,-0.25213632,0.012101986,-0.7337124,0.43326652,0.38362482,-0.71496046,0.48125422,0.3815064,0.7398657,0.50202,-0.37261495,-0.57951,-0.6790532,0.780685,-0.48939186,-0.27671927
40.0,-0.23475353,0.017497737,-0.7273227,0.41337886,0.36353517,-0.71804714,0.5309821,0.39095768,0.72206736,0.50133556,-0.38317558,-0.596139,-0.6822357,0.767894,-0.48936257,-0.2582315
41.0,-0.76444167,0.39354402,-0.18678822,0.43864253,0.1751279,-0.65282667,0.6225148,0.20583926,0.31548768,0.47534704,-0.15772691,-0.7802899,-0.7625237,0.5059192,-0.7075384,-0.6154807
42.0,0.67560905,-0.395419,0.71870947,0.17158386,0.39915958,-0.592947,0.62577254,0.24565376,-0.012103884,0.46346703,-1.197791,-0.9574405,-0.15092637,1.1645027,-0.8185212,0.18419477
43.0,0.27410793,0.2762279,0.4688748,0.7340399,0.09699519,-0.67818683,0.053938657,0.1032578,0.30601254,0.9313958,0.6866589,-0.027446002,-0.9237109,0.24737634,-1.1529721,-0.7899663
44.0,0.0266834,-0.2057877,-0.6161761,0.65979654,0.19128184,-0.82400495,0.38348672,0.64847857,0.7635454,0.45932865,-0.6669921,-0.6614908,-0.27582064,0.2033896,-0.18367082,-0.1983341
45.0,0.67383677,-0.08966238,0.48945898,0.17101431,0.5415792,-0.6928926,1.0090914,0.7084314,0.81888574,0.5636553,0.686004,0.6150525,0.06007908,-0.3366554,-0.51155263,0.12402468
46.0,-0.14444375,0.20517655,-0.65660095,0.30454177,0.3959764,-0.7943936,0.15598768,0.5609349,0.7173844,0.50377005,-0.84358233,-0.6352918,-0.37976792,0.61458033,-0.6576178,-0.4559542
