252,1.00000000,0.00000000,0.99559390,0.01577179,0.99263986,0.02447063,0.99313932,0.03752160,0.98617577,0.05113975,0.98036445,0.05646343,0.98084581,0.06482992,0.97585320,0.07627793,0.97077827,0.08053362,0.97284944,0.08734901,0.97005652,0.09966701,0.96444690,0.10565541,0.96548107,0.11219178,0.96260509,0.12475919,0.95514707,0.13111688,0.95459649,0.13542938,0.95265010,0.14610994,0.94558290,0.15204384,0.94542379,0.15472409,0.94597413,0.16480909,0.94015531,0.17262729,0.93946692,0.17618553,0.94046958,0.18691590,0.93380836,0.19679521,0.93038748,0.20039085,0.93046774,0.20942737,0.92349789,0.21876991,0.91899949,0.22073492,0.92046912,0.22719039,0.91615219,0.23660869,0.91265896,0.23949963,0.91578804,0.24648256,0.91311372,0.25890447,0.90804312,0.26524871,0.90889174,0.27344110,0.90435625,0.28733540,0.89533033,0.29444390,0.89274427,0.30011979,0.88747042,0.31139915,0.87755452,0.31666332,0.87504537,0.31899461,0.87267736,0.32833536,0.86484572,0.33447072,0.86320079,0.33726713,0.86266027,0.34791555,0.85467790,0.35742869,0.85039048,0.36185787,0.84816842,0.37269205,0.83796915,0.38314037,0.83015242,0.38641551,0.82674411,0.39433002,0.81656115,0.40351310,0.80777178,0.40524331,0.80514160,0.41080594,0.79652079,0.42007560,0.78701922,0.42234621,0.78393695,0.42686798,0.77552320,0.43626756,0.76416052,0.43848247,0.75982062,0.44034990,0.75238547,0.44767346,0.74133189,0.44864367,0.73816151,0.44784181,0.73437284,0.45415699
36,1.00000000,0.00000000,0.99795971,0.05006208,0.99185752,0.09974550,0.98174924,0.14867544,0.96772724,0.19648462,0.94991942,0.24281705,0.92848789,0.28733152,0.90362720,0.32970507,0.87556227,0.36963607,0.84454602,0.40684728,0.81085664,0.44108841,0.77479468,0.47213857,0.73667986,0.49980829,0.69684771,0.52394119,0.65564609,0.54441534,0.61343151,0.56114421,0.57056550,0.57407719,0.52741087,0.58319983,0.48432802,0.58853356,0.44167131,0.59013512,0.39978549,0.58809556,0.35900233,0.58253893,0.31963740,0.57362054,0.28198700,0.56152502,0.24632546,0.54646399,0.21290257,0.52867348,0.18194144,0.50841117,0.15363654,0.48595336,0.12815224,0.46159183,0.10562151,0.43563055,0.08614518,0.40838229,0.06979137,0.38016523,0.05659546,0.35129953,0.04656031,0.32210392,0.03965683,0.29289240,0.03582501,0.26397104,0.03497509,0.23563487,0.03698922,0.20816500,0.04172327,0.18182599,0.04900899,0.15686332,0.05865629,0.13350125,0.07045584,0.11194087,0.08418173,0.09235854,0.09959435,0.07490454,0.11644325,0.05970208,0.13447020,0.04684669,0.15341214,0.03640583,0.17300418,0.02841891,0.19298259,0.02289761,0.21308759,0.01982645,0.23306617,0.01916375,0.25267466,0.02084279,0.27168114,0.02477323,0.28986775,0.03084283,0.30703263,0.03891930,0.32299177,0.04885238,0.33758047,0.06047603,0.35065468,0.07361081,0.36209196,0.08806627,0.37179215,0.10364346,0.37967790,0.12013745,0.38569472,0.13733984,0.38981094,0.15504122,0.39201732,0.17303363
57,1.00000000,0.00000000,0.99211182,0.04345879,0.98786226,0.08274407,0.97017359,0.12475672,0.95447975,0.15557967,0.93159528,0.19091375,0.90794889,0.21159475,0.88523574,0.23697827,0.85879058,0.24884823,0.84064643,0.26387241,0.81657864,0.27066345,0.80506827,0.27773062,0.78699541,0.28417584,0.78132086,0.28754151,0.77030488,0.29767970,0.76727894,0.30194499,0.76172033,0.31772594,0.75705811,0.32630991,0.75347226,0.34698355,0.74342833,0.36108849,0.73779492,0.38357684,0.72055739,0.40196655,0.70975356,0.42206449,0.68610193,0.44168083,0.66892825,0.45563774,0.64193392,0.47279212,0.61941041,0.47869702,0.59330603,0.49039170,0.56818658,0.48886454,0.54682866,0.49378244,0.52255462,0.48773287,0.50804348,0.48657884,0.48753647,0.48013468,0.47949191,0.47525748,0.46421324,0.47226432,0.45995902,0.46674234,0.44954040,0.46938425,0.44511737,0.46593041,0.43764665,0.47396939,0.42927606,0.47404657,0.42208853,0.48494614,0.40755067,0.48838074,0.39821328,0.49825557,0.37764645,0.50344109,0.36478153,0.50847757,0.34062456,0.51304875,0.32430553,0.51087905,0.30041999,0.51258536,0.28204299,0.50312478,0.26234487,0.50058887,0.24406879,0.48604939,0.23116719,0.47916598,0.21515284,0.46326044,0.20947814,0.45313887,0.19720067,0.43977813,0.19691717,0.42829666,0.18877052,0.42025417,0.19048100,0.40941720,0.18576826,0.40743216,0.18573654,0.39876299,0.18299964,0.40138220,0.17844340,0.39554110,0.17597963,0.39972734,0.16597715,0.39644212
50,1.00000000,0.00000000,0.99699574,0.04981580,0.98852107,0.09794623,0.97587217,0.14344900,0.96034947,0.18640452,0.94254350,0.22756179,0.92210960,0.26758053,0.89817040,0.30635487,0.87008714,0.34285111,0.83810664,0.37556662,0.80346917,0.40332262,0.76790275,0.42589158,0.73281767,0.44406375,0.69870446,0.45911072,0.66511004,0.47198476,0.63120123,0.48275874,0.59655378,0.49065818,0.56166281,0.49466193,0.52784776,0.49428733,0.49660849,0.49005855,0.46883744,0.48335692,0.44438468,0.47574275,0.42225014,0.46817249,0.40128174,0.46060130,0.38093838,0.45221765,0.36163709,0.44215692,0.34446675,0.43023854,0.33045251,0.41725678,0.31983940,0.40463835,0.31185205,0.39368123,0.30508611,0.38485469,0.29828755,0.37760244,0.29103066,0.37077329,0.28386911,0.36340721,0.27786799,0.35538039,0.27381558,0.34750263,0.27161618,0.34100721,0.27025001,0.33675785,0.26832728,0.33467692,0.26488695,0.33375864,0.25993554,0.33266149,0.25438544,0.33050707,0.24943161,0.32738224,0.24576056,0.32422874,0.24309140,0.32219174,0.24033839,0.32184088,0.23629123,0.32275771,0.23038164,0.32375149,0.22305012,0.32356720,0.21548002,0.32163856,0.20886602,0.31840961,0.20367907,0.31502156,0.19939216,0.31256297,0.19483962,0.31135747,0.18898241,0.31073943,0.18159476,0.30945944,0.17343753,0.30646289,0.16580845,0.30154910,0.15975358,0.29549397,0.15543859,0.28955871,0.15207756,0.28469553,0.14846388,0.28095308,0.14376718,0.27745789,0.13809148,0.27298394
43,1.00000000,0.00000000,0.99648714,0.04967318,0.98686819,0.09697988,0.97318023,0.14097769,0.95701124,0.18240279,0.93838735,0.22255740,0.91603282,0.26176815,0.88877814,0.29870881,0.85693519,0.33116042,0.82248424,0.35758486,0.78790431,0.37820913,0.75460551,0.39472216,0.72225280,0.40883685,0.68952965,0.42091116,0.65569354,0.42977030,0.62161818,0.43387164,0.58944542,0.43283529,0.56112755,0.42805793,0.53706534,0.42188824,0.51596975,0.41603743,0.49606018,0.41053387,0.47660328,0.40407842,0.45851547,0.39549325,0.44353272,0.38504821,0.43264440,0.37455239,0.42510116,0.36612622,0.41883110,0.36066857,0.41192817,0.35728866,0.40398595,0.35417252,0.39617856,0.35016326,0.39003155,0.34574277,0.38591435,0.34260202,0.38251606,0.34216242,0.37774767,0.34428395,0.37032615,0.34724173,0.36072741,0.34899888,0.35071790,0.34872613,0.34185468,0.34731348,0.33419959,0.34645710,0.32631354,0.34708829,0.31653135,0.34845768,0.30445149,0.34864163,0.29139572,0.34605424,0.27944945,0.34071059,0.26987319,0.33419228,0.26219858,0.32834355,0.25475366,0.32378029,0.24617436,0.31944835,0.23664023,0.31359406,0.22780268,0.30533486,0.22146265,0.29551817,0.21809521,0.28614812,0.21644779,0.27885043,0.21454712,0.27364527,0.21128017,0.26904289,0.20723834,0.26337718,0.20412752,0.25626455,0.20323983,0.24897215,0.20426338,0.24338745,0.20542546,0.24044562,0.20485617,0.23932275,0.20204409,0.23806796,0.19817874,0.23515189,0.19509920,0.23064840
3,1.00000000,0.00000000,0.99648929,0.03500272,0.98832665,0.07254129,0.97952886,0.11088024,0.97064959,0.14556958,0.95852186,0.17478330,0.94115802,0.20127588,0.92113765,0.22834342,0.90285016,0.25525249,0.88725625,0.27829932,0.87118907,0.29604342,0.85209828,0.31160950,0.83180737,0.32890023,0.81420396,0.34777961,0.79999151,0.36467816,0.78561362,0.37775881,0.76784094,0.38963652,0.74787275,0.40396247,0.72946250,0.42048328,0.71364133,0.43526025,0.69719821,0.44578026,0.67699122,0.45409539,0.65427741,0.46379426,0.63320846,0.47493557,0.61550242,0.48382003,0.59845349,0.48793453,0.57892839,0.48940680,0.55791313,0.49230534,0.53943408,0.49741489,0.52527993,0.50151414,0.51263165,0.50209507,0.49779473,0.50111210,0.48100351,0.50265994,0.46583271,0.50768078,0.45404273,0.51282183,0.44285661,0.51497293,0.42838559,0.51535914,0.41061629,0.51767759,0.39325666,0.52282070,0.37866865,0.52734528,0.36473549,0.52779422,0.34788603,0.52507576,0.32817272,0.52302276,0.30951674,0.52310301,0.29475167,0.52243634,0.28211706,0.51779607,0.26789796,0.51017925,0.25161554,0.50375020,0.23673970,0.50054930,0.22595360,0.49807118,0.21736885,0.49294187,0.20682004,0.48569448,0.19317060,0.48016769,0.17950388,0.47832307,0.16863236,0.47747510,0.15902779,0.47368451,0.14670102,0.46675672,0.13051832,0.46013007,0.11378902,0.45584427,0.09998009,0.45142335,0.08832905,0.44292024,0.07525241,0.43004426,0.05961346,0.41647055,0.04469793,0.40492295
90,1.00000000,0.00000000,0.99197491,0.04341906,0.98735483,0.08263983,0.96900175,0.12435697,0.95258737,0.15478094,0.92865358,0.18938367,0.90416469,0.20908250,0.88029397,0.23324546,0.85310582,0.24343648,0.83403421,0.25679990,0.80948455,0.26126818,0.79758865,0.26632919,0.77938926,0.27000748,0.77408402,0.27110774,0.76335916,0.27832300,0.76153693,0.28012135,0.75676924,0.29312968,0.75409816,0.29910362,0.75193445,0.31742297,0.74452963,0.32889787,0.74110630,0.34965172,0.72696287,0.36563919,0.71925734,0.38475477,0.69893433,0.40257945,0.68568007,0.41637690,0.66200974,0.43279847,0.64390627,0.43937585,0.62086601,0.45176639,0.60008856,0.45167557,0.58127789,0.45883606,0.56053947,0.45481870,0.54783948,0.45719030,0.52939122,0.45309752,0.52230193,0.45236758,0.50723675,0.45168721,0.50312362,0.45000978,0.49119480,0.45456106,0.48633105,0.45372731,0.47628111,0.46300724,0.46727863,0.46387794,0.45748342,0.47528885,0.44256940,0.47766208,0.43170826,0.48751596,0.41137549,0.49041347,0.39886735,0.49532137,0.37567091,0.49751621,0.36174491,0.49563768,0.33934156,0.49617493,0.32477613,0.48786805,0.30658145,0.48636913,0.29227778,0.47401694,0.28024745,0.47067900,0.26684937,0.45777980,0.26082991,0.45312618,0.24855160,0.44300519,0.24642133,0.43754633,0.23512750,0.43217444,0.23364907,0.42616004,0.22310696,0.42550934,0.21915325,0.41888793,0.20929827,0.42103989,0.20098845,0.41362702,0.19204944,0.41556423,0.17938353,0.40731112
42,1.00000000,0.00000000,0.99372546,0.02634051,0.99500516,0.05237313,0.98396168,0.07714840,0.98088776,0.10110860,0.96611292,0.12276471,0.96003140,0.14339557,0.94311658,0.16104126,0.93574279,0.17785859,0.91844345,0.19143501,0.91144499,0.20479146,0.89526468,0.21502783,0.88987460,0.22596507,0.87573293,0.23413941,0.87249362,0.24407554,0.86056147,0.25165182,0.85926006,0.26199441,0.84899659,0.27023857,0.84879781,0.28202971,0.83916672,0.29170710,0.83889460,0.30539230,0.82868940,0.31662127,0.82717183,0.33199440,0.81535469,0.34428255,0.81173321,0.36060693,0.79769533,0.37304459,0.79161996,0.38930168,0.77530028,0.40084552,0.76696778,0.41603147,0.74881228,0.42579206,0.73885358,0.43917622,0.71964314,0.44663054,0.70890769,0.45790927,0.68951696,0.46298813,0.67882531,0.47230367,0.65998760,0.47534506,0.64992497,0.48318099,0.63206772,0.48477926,0.62287065,0.49177781,0.60605797,0.49258490,0.59761291,0.49934814,0.58159599,0.49988957,0.57353373,0.50682277,0.55787853,0.50737792,0.54972266,0.51461273,0.53396617,0.51518291,0.52528444,0.52258862,0.50906985,0.52294664,0.49958453,0.53021048,0.48274076,0.53000208,0.47237431,0.53674157,0.45492812,0.53559861,0.44378486,0.54146630,0.42591734,0.53909557,0.41422175,0.54384676,0.39619629,0.54007376,0.38421855,0.54358605,0.36631101,0.53835239,0.35430758,0.54060503,0.33676136,0.53393492,0.32494662,0.53496832,0.30796082,0.52692723,0.29650982,0.52680617,0.28025308,0.51747260
143,1.00000000,0.00000000,0.99582558,0.04924639,0.98574344,0.09451791,0.97378633,0.13639295,0.96024331,0.17830322,0.94163107,0.22095165,0.91599921,0.26057209,0.88623489,0.29345273,0.85678831,0.32050171,0.82831248,0.34557110,0.79758573,0.36985989,0.76279766,0.39012017,0.72688120,0.40313978,0.69426958,0.41031237,0.66552803,0.41598070,0.63724427,0.42182386,0.60731174,0.42501225,0.57830473,0.42265470,0.55428138,0.41638120,0.53541974,0.41071678,0.51788612,0.40746636,0.49912194,0.40383338,0.48126564,0.39684691,0.46800205,0.38797270,0.45920048,0.38153324,0.45075499,0.37910496,0.43986620,0.37761346,0.42849891,0.37375104,0.42026552,0.36862400,0.41505249,0.36622431,0.40881817,0.36784180,0.39885499,0.37013538,0.38726880,0.36953726,0.37788408,0.36693007,0.37084821,0.36616169,0.36237822,0.36846217,0.34999695,0.37047935,0.33603051,0.36865680,0.32453460,0.36392777,0.31587880,0.36026058,0.30644682,0.35906899,0.29385301,0.35720199,0.28046648,0.35128678,0.27036870,0.34243304,0.26392908,0.33480495,0.25747016,0.33002389,0.24847552,0.32511330,0.23915097,0.31681011,0.23342314,0.30628432,0.23151461,0.29774523,0.22958003,0.29284534,0.22490935,0.28859022,0.21952752,0.28162821,0.21723380,0.27299549,0.21817395,0.26676618,0.21844268,0.26446649,0.21527537,0.26295719,0.21067849,0.25870713,0.20850081,0.25256746,0.20899367,0.24846745,0.20837030,0.24783898,0.20397684,0.24746930,0.19794499,0.24375406,0.19428829,0.23749448
147,1.00000000,0.00000000,0.99635250,0.03497742,0.98775603,0.07236747,0.97823057,0.11040032,0.96844522,0.14461360,0.95538113,0.17308399,0.93708162,0.19844478,0.91606502,0.22401789,0.89676177,0.24924713,0.88034203,0.27053320,0.86380415,0.28631852,0.84450488,0.29956503,0.82404473,0.31425103,0.80630525,0.33052114,0.79228415,0.34493268,0.77867611,0.35542958,0.76214083,0.36435988,0.74358697,0.37548952,0.72677609,0.38901986,0.71314736,0.40130247,0.69981191,0.40966309,0.68340761,0.41590814,0.66464451,0.42384858,0.64743563,0.43417912,0.63375161,0.44358134,0.62106151,0.44925109,0.60576284,0.45277605,0.58799157,0.45815019,0.57136561,0.46655755,0.55801109,0.47488321,0.54554798,0.47992267,0.53009632,0.48263901,0.51130725,0.48676411,0.49271141,0.49362552,0.47694272,0.50014573,0.46224839,0.50272093,0.44496230,0.50181851,0.42462117,0.50116972,0.40485245,0.50266624,0.38881542,0.50381291,0.37526508,0.50115405,0.36047380,0.49507923,0.34340683,0.48955450,0.32719901,0.48711022,0.31494488,0.48576152,0.30544174,0.48194839,0.29460124,0.47552498,0.28066543,0.47009187,0.26627639,0.46821150,0.25466421,0.46791142,0.24509181,0.46516829,0.23368375,0.45906818,0.21854725,0.45276312,0.20233454,0.44897633,0.18880981,0.44610718,0.17800123,0.44017902,0.16640509,0.43004093,0.15194034,0.41886714,0.13699056,0.40994455,0.12543536,0.40237718,0.11762839,0.39244044,0.11003744,0.37874876,0.10002907,0.36429373,0.08940006,0.35260367
