0,15.33764744,-1.39984155
1,2.41742158,-19.07153702
2,-53.32078171,-7.22305155
3,-59.96003342,0.33464423
4,-49.14921188,-20.73993683
5,-58.16743088,-5.41131067
6,-44.86865616,-18.68486786
7,-31.28103256,-37.94004822
8,-56.15964890,-11.18024349
9,-59.17013931,0.72331047
10,-59.66072845,1.47781003
11,-55.44765091,-11.54836273
12,-57.31539154,-6.58334541
13,-35.49023056,-38.03044510
14,-58.61417007,0.59606969
15,-51.41039658,-16.43569565
16,-57.47776794,-6.64925671
17,-59.06972122,-1.94221771
18,-5.69208336,-27.75060654
19,-40.16238785,-29.19569778
20,-33.94139099,-37.05395126
21,-54.28454208,-14.33109474
22,-59.52211761,-6.88429689
23,-58.78170395,-2.48488951
24,-31.02542686,-37.05445480
25,-37.09759521,-28.07233047
26,-44.96021271,-18.69571114
27,-57.42826462,-3.98026180
28,-27.10173225,-37.41168976
29,-55.00981140,-12.47008991
30,-7.66402531,-28.27783012
31,-52.54060745,-8.64433861
32,-48.25941086,-21.87081718
33,-44.20616150,-30.71457291
34,-22.79940033,-31.77832413
35,-58.43740463,-8.06411648
36,-52.89434052,-8.11297607
37,-60.12515259,-1.86920667
38,-59.40020370,-0.78743517
39,-50.76424408,-17.99207878
40,-46.06982422,-24.45961380
41,-37.58226395,-34.13958359
42,-59.23126984,-0.26702172
43,-43.44167328,-31.75568199
44,-55.95087051,-8.64171028
45,-51.99998474,-20.31322479
46,-59.61563110,-1.80002046
47,-53.22211456,-11.71923923
48,-56.69120789,-7.79804897
49,-55.12644958,-13.19905090
50,-59.57989120,-2.67913032
51,-39.15697861,-36.96680069
52,-53.13755798,-15.07284641
53,-36.01968765,-33.72954941
54,-46.95177460,-23.08438873
55,-56.87078857,-2.83665276
56,-44.98833847,-32.33633804
57,-11.86497879,-25.64830971
58,-52.46068954,-17.01970100
59,-55.76344299,-5.69723368
60,-58.08906174,-7.79739141
61,-58.87457657,-7.71625948
62,-47.54093552,-24.34353638
63,-52.55214310,-16.24581337
64,-56.40863037,-8.82018948
65,-58.58105087,1.06363821
66,-4.36514139,-19.73224068
67,-49.48337936,-29.39900589
68,-40.69598389,-27.93305016
69,-53.93732834,-16.15041351
70,-15.43878841,-27.51750183
71,-57.80133438,-8.65184212
72,-40.67667389,-28.55694771
73,-58.69721222,-4.05374956
74,-53.17605972,-14.13654995
75,-53.28367615,-13.22824955
76,-59.57255554,-4.36110353
77,-59.41586304,-6.79033518
78,-39.52357864,-36.05517578
79,-54.52821350,-13.13073730
80,-45.22137833,-33.89643478
81,-60.17516327,-0.82960260
82,-57.76284027,-4.44559813
83,-47.20298004,-28.08466339
84,-48.94363785,-23.06221390
85,-58.32900238,-3.29177022
86,-48.53842926,-18.13968277
87,-46.12579346,-30.24680328
88,-51.81986618,-18.30578423
89,-42.19794464,-29.87213135
90,-57.08890152,-4.23634005
91,-31.53555679,-36.04761505
92,-48.63198471,-27.78486824
93,-53.38218689,-16.00685120
94,-6.60469437,-28.45806503
95,-48.14081573,-28.59863091
96,-52.30900955,-19.08369064
97,-44.01121521,-20.88017654
98,-43.41860962,-32.94142532
99,-56.40668869,-6.79605341
100,-56.72898102,-1.96237171
101,-58.31019592,-6.46229982
102,-59.46567917,-3.43181658
103,-51.94013596,-15.22596836
104,-27.79499435,-29.14575386
105,-58.37569427,-8.85901260
106,-45.50400543,-23.93624878
107,-57.13478851,-7.90672541
108,-43.39336014,-32.91561127
109,-55.18117142,-5.91708469
